"No.","Time","Source","Destination","Protocol","Length","Info"
"197","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=9053 Win=869 Len=0"
"198","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=10437 Win=892 Len=0"
"199","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=11821 Win=915 Len=0"
"200","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=13205 Win=938 Len=0"
"201","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=14589 Win=961 Len=0"
"202","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=15973 Win=983 Len=0"
"203","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=17357 Win=1006 Len=0"
"204","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=18741 Win=1029 Len=0"
"205","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=20125 Win=1052 Len=0"
"206","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=21509 Win=1075 Len=0"
"207","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=24026 Win=1114 Len=0"
"208","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=25410 Win=1137 Len=0"
"209","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=26794 Win=1160 Len=0"
"210","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=28178 Win=1182 Len=0"
"211","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=30946 Win=1226 Len=0"
"212","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=32330 Win=1249 Len=0"
"213","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=33714 Win=1271 Len=0"
"214","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=36482 Win=1315 Len=0"
"215","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=37866 Win=1337 Len=0"
"216","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=39250 Win=1360 Len=0"
"217","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=40383 Win=1382 Len=0"
"218","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=41767 Win=1405 Len=0"
"219","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=43151 Win=1427 Len=0"
"220","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=44535 Win=1450 Len=0"
"221","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=45919 Win=1473 Len=0"
"222","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=48687 Win=1516 Len=0"
"223","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=50071 Win=1539 Len=0"
"224","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=51455 Win=1562 Len=0"
"225","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=52839 Win=1585 Len=0"
"226","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=54223 Win=1608 Len=0"
"227","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=55607 Win=1630 Len=0"
"228","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=56740 Win=1652 Len=0"
"229","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=58124 Win=1675 Len=0"
"230","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=59508 Win=1698 Len=0"
"231","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=60892 Win=1720 Len=0"
"232","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=62276 Win=1743 Len=0"
"233","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=63660 Win=1766 Len=0"
"234","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=65044 Win=1789 Len=0"
"235","10.975402","106.51.42.25","192.168.4.113","TCP","54","443  >  56177 [ACK] Seq=9842 Ack=66428 Win=1812 Len=0"
