"No.","Time","Source","Destination","Protocol","Length","Info"
"16","0.002029","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=5 Win=8340 Len=0"
"17","0.002129","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=5 Ack=1 Win=8442 Len=1"
"18","0.002151","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=6 Win=8341 Len=0"
"19","0.002642","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=5 Ack=1 Win=8442 Len=1"
"20","0.002663","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=6 Win=8340 Len=0"
"21","1.020248","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=6 Ack=1 Win=8442 Len=1"
"22","1.020296","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=7 Win=8341 Len=0"
"23","1.020581","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=6 Ack=1 Win=8442 Len=1"
"24","1.020643","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=7 Win=8340 Len=0"
"25","1.020892","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=7 Ack=1 Win=8442 Len=1"
"26","1.020923","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=8 Win=8341 Len=0"
"27","1.021093","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=7 Ack=1 Win=8442 Len=1"
"28","1.021102","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=8 Win=8340 Len=0"
"29","1.021527","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=8 Ack=1 Win=8442 Len=1"
"30","1.021560","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=9 Win=8341 Len=0"
"31","1.021832","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=8 Ack=1 Win=8442 Len=1"
"32","1.021849","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=9 Win=8340 Len=0"
"33","1.021931","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=9 Ack=1 Win=8442 Len=1"
"34","1.021962","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=10 Win=8341 Len=0"
"35","1.022080","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=9 Ack=1 Win=8442 Len=1"
"36","1.022091","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=10 Win=8340 Len=0"
"37","1.022271","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=10 Ack=1 Win=8442 Len=1"
"38","1.022299","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=11 Win=8341 Len=0"
"39","1.022567","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=10 Ack=1 Win=8442 Len=1"
"40","1.022586","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=11 Win=8340 Len=0"
"41","1.053196","127.0.0.1","127.0.0.1","TCP","56","62653  >  62652 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"42","1.053294","127.0.0.1","127.0.0.1","TCP","56","62652  >  62653 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"43","1.053336","127.0.0.1","127.0.0.1","TCP","44","62653  >  62652 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"44","1.059804","127.0.0.1","127.0.0.1","TCP","45","62652  >  62653 [PSH, ACK] Seq=1 Ack=1 Win=2161152 Len=1"
"45","1.059849","127.0.0.1","127.0.0.1","TCP","44","62653  >  62652 [ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"46","1.060203","127.0.0.1","127.0.0.1","TCP","44","62652  >  62653 [FIN, ACK] Seq=2 Ack=1 Win=2161152 Len=0"
"47","1.060224","127.0.0.1","127.0.0.1","TCP","44","62653  >  62652 [ACK] Seq=1 Ack=3 Win=2161152 Len=0"
"48","1.060255","127.0.0.1","127.0.0.1","TCP","44","62653  >  62652 [RST, ACK] Seq=1 Ack=3 Win=0 Len=0"
"49","2.036078","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=11 Ack=1 Win=8442 Len=1"
"50","2.036153","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=12 Win=8341 Len=0"
"51","2.036448","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=11 Ack=1 Win=8442 Len=1"
"52","2.036501","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=12 Win=8340 Len=0"
"53","2.036595","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=12 Ack=1 Win=8442 Len=1"
"54","2.036624","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=13 Win=8341 Len=0"
"55","2.036779","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=12 Ack=1 Win=8442 Len=1"
"56","2.036787","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=13 Win=8340 Len=0"
"57","2.036904","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=13 Ack=1 Win=8442 Len=1"
"58","2.036929","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=14 Win=8341 Len=0"
"59","2.037056","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=13 Ack=1 Win=8442 Len=1"
"60","2.037069","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=14 Win=8340 Len=0"
"61","2.037178","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=14 Ack=1 Win=8442 Len=1"
"62","2.037202","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=15 Win=8341 Len=0"
"63","2.037300","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=14 Ack=1 Win=8442 Len=1"
"64","2.037309","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=15 Win=8340 Len=0"
"65","2.037476","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=15 Ack=1 Win=8442 Len=1"
"66","2.037501","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=16 Win=8341 Len=0"
"67","2.037714","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=15 Ack=1 Win=8442 Len=1"
"68","2.037723","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=16 Win=8340 Len=0"
"69","2.108265","172.16.218.45","224.0.0.251","MDNS","67","Standard query 0x0000 PTR _dosvc._tcp.local, ""QU"" question"
"70","2.108531","fe80::d5cb:38e:f15e:8f4","ff02::fb","MDNS","87","Standard query 0x0000 PTR _dosvc._tcp.local, ""QU"" question"
"71","2.110473","172.16.218.45","224.0.0.251","MDNS","75","Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QU"" question"
"72","2.110623","fe80::d5cb:38e:f15e:8f4","ff02::fb","MDNS","95","Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QU"" question"
"73","3.040222","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=16 Ack=1 Win=8442 Len=1"
"74","3.040291","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=17 Win=8341 Len=0"
"75","3.040583","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=16 Ack=1 Win=8442 Len=1"
"76","3.040632","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=17 Win=8340 Len=0"
"77","3.040745","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=17 Ack=1 Win=8442 Len=1"
"78","3.040776","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=18 Win=8341 Len=0"
"79","3.040909","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=17 Ack=1 Win=8442 Len=1"
"80","3.040916","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=18 Win=8340 Len=0"
"81","3.041042","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=18 Ack=1 Win=8442 Len=1"
"82","3.041068","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=19 Win=8341 Len=0"
"83","3.041150","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=18 Ack=1 Win=8442 Len=1"
"84","3.041156","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=19 Win=8340 Len=0"
"85","3.041294","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=19 Ack=1 Win=8442 Len=1"
"86","3.041319","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=20 Win=8341 Len=0"
"87","3.041392","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=19 Ack=1 Win=8442 Len=1"
"88","3.041398","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=20 Win=8340 Len=0"
"89","3.041536","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=20 Ack=1 Win=8442 Len=1"
"90","3.041562","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=21 Win=8341 Len=0"
"91","3.041767","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=20 Ack=1 Win=8442 Len=1"
"92","3.041777","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=21 Win=8340 Len=0"
"93","3.102963","172.16.218.45","224.0.0.251","MDNS","75","Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QM"" question"
"94","3.103134","fe80::d5cb:38e:f15e:8f4","ff02::fb","MDNS","95","Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QM"" question"
"95","3.103376","172.16.218.45","224.0.0.251","MDNS","67","Standard query 0x0000 PTR _dosvc._tcp.local, ""QM"" question"
"96","3.103504","fe80::d5cb:38e:f15e:8f4","ff02::fb","MDNS","87","Standard query 0x0000 PTR _dosvc._tcp.local, ""QM"" question"
"97","4.056502","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=21 Ack=1 Win=8442 Len=1"
"98","4.056564","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=22 Win=8341 Len=0"
"99","4.056972","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=21 Ack=1 Win=8442 Len=1"
"100","4.057045","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=22 Win=8340 Len=0"
"101","4.057263","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=22 Ack=1 Win=8442 Len=1"
"102","4.057286","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=23 Win=8341 Len=0"
"103","4.057779","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=22 Ack=1 Win=8442 Len=1"
"104","4.057798","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=23 Win=8340 Len=0"
"105","4.057993","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=23 Ack=1 Win=8442 Len=1"
"106","4.058021","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=24 Win=8341 Len=0"
"107","4.058439","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=23 Ack=1 Win=8442 Len=1"
"108","4.058456","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=24 Win=8340 Len=0"
"109","4.058615","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=24 Ack=1 Win=8442 Len=1"
"110","4.058638","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=25 Win=8341 Len=0"
"111","4.059035","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=24 Ack=1 Win=8442 Len=1"
"112","4.059051","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=25 Win=8340 Len=0"
"113","4.059217","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=25 Ack=1 Win=8442 Len=1"
"114","4.059241","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=26 Win=8341 Len=0"
"115","4.059683","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=25 Ack=1 Win=8442 Len=1"
"116","4.059697","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=26 Win=8340 Len=0"
"117","5.060990","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=26 Ack=1 Win=8442 Len=1"
"118","5.061036","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=27 Win=8341 Len=0"
"119","5.061529","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=26 Ack=1 Win=8442 Len=1"
"120","5.061594","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=27 Win=8340 Len=0"
"121","5.061873","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=27 Ack=1 Win=8442 Len=1"
"122","5.061915","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=28 Win=8341 Len=0"
"123","5.062454","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=27 Ack=1 Win=8442 Len=1"
"124","5.062468","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=28 Win=8340 Len=0"
"125","5.062711","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=28 Ack=1 Win=8442 Len=1"
"126","5.062783","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=29 Win=8341 Len=0"
"127","5.063151","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=28 Ack=1 Win=8442 Len=1"
"128","5.063163","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=29 Win=8340 Len=0"
"129","5.063254","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=29 Ack=1 Win=8442 Len=1"
"130","5.063285","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=30 Win=8341 Len=0"
"131","5.063562","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=29 Ack=1 Win=8442 Len=1"
"132","5.063572","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=30 Win=8340 Len=0"
"133","5.063768","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=30 Ack=1 Win=8442 Len=1"
"134","5.063826","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=31 Win=8341 Len=0"
"135","5.064134","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=30 Ack=1 Win=8442 Len=1"
"136","5.064143","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=31 Win=8340 Len=0"
"137","6.077771","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=31 Ack=1 Win=8442 Len=1"
"138","6.077848","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=32 Win=8341 Len=0"
"139","6.078404","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=31 Ack=1 Win=8442 Len=1"
"140","6.078428","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=32 Win=8340 Len=0"
"141","6.078700","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=32 Ack=1 Win=8442 Len=1"
"142","6.078723","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=33 Win=8341 Len=0"
"143","6.078999","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=32 Ack=1 Win=8442 Len=1"
"144","6.079016","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=33 Win=8340 Len=0"
"145","6.079185","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=33 Ack=1 Win=8442 Len=1"
"146","6.079212","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=34 Win=8341 Len=0"
"147","6.079632","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=33 Ack=1 Win=8442 Len=1"
"148","6.079650","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=34 Win=8340 Len=0"
"149","6.079820","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=34 Ack=1 Win=8442 Len=1"
"150","6.079845","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=35 Win=8341 Len=0"
"151","6.080315","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=34 Ack=1 Win=8442 Len=1"
"152","6.080331","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=35 Win=8340 Len=0"
"153","6.095467","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=35 Ack=1 Win=8442 Len=1"
"154","6.095518","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=36 Win=8341 Len=0"
"155","6.096177","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=35 Ack=1 Win=8442 Len=1"
"156","6.096198","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=36 Win=8340 Len=0"
"157","7.111401","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=36 Ack=1 Win=8442 Len=1"
"158","7.111438","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=37 Win=8341 Len=0"
"159","7.111863","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=36 Ack=1 Win=8442 Len=1"
"160","7.111918","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=37 Win=8340 Len=0"
"161","7.112216","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=37 Ack=1 Win=8442 Len=1"
"162","7.112245","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=38 Win=8341 Len=0"
"163","7.112721","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=37 Ack=1 Win=8442 Len=1"
"164","7.112739","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=38 Win=8340 Len=0"
"165","7.112944","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=38 Ack=1 Win=8442 Len=1"
"166","7.112974","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=39 Win=8341 Len=0"
"167","7.113418","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=38 Ack=1 Win=8442 Len=1"
"168","7.113436","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=39 Win=8340 Len=0"
"169","7.113605","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=39 Ack=1 Win=8442 Len=1"
"170","7.113631","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=40 Win=8341 Len=0"
"171","7.113839","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=39 Ack=1 Win=8442 Len=1"
"172","7.113853","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=40 Win=8340 Len=0"
"173","7.114013","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=40 Ack=1 Win=8442 Len=1"
"174","7.114040","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=41 Win=8341 Len=0"
"175","7.114342","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=40 Ack=1 Win=8442 Len=1"
"176","7.114355","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=41 Win=8340 Len=0"
"177","8.128713","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=41 Ack=1 Win=8442 Len=1"
"178","8.128757","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=42 Win=8341 Len=0"
"179","8.129183","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=41 Ack=1 Win=8442 Len=1"
"180","8.129205","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=42 Win=8340 Len=0"
"181","8.129384","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=42 Ack=1 Win=8442 Len=1"
"182","8.129416","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=43 Win=8341 Len=0"
"183","8.129813","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=42 Ack=1 Win=8442 Len=1"
"184","8.129832","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=43 Win=8340 Len=0"
"185","8.130011","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=43 Ack=1 Win=8442 Len=1"
"186","8.130040","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=44 Win=8341 Len=0"
"187","8.130472","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=43 Ack=1 Win=8442 Len=1"
"188","8.130491","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=44 Win=8340 Len=0"
"189","8.130677","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=44 Ack=1 Win=8442 Len=1"
"190","8.130730","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=45 Win=8341 Len=0"
"191","8.131104","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=44 Ack=1 Win=8442 Len=1"
"192","8.131119","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=45 Win=8340 Len=0"
"193","8.131252","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=45 Ack=1 Win=8442 Len=1"
"194","8.131281","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=46 Win=8341 Len=0"
"195","8.131623","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=45 Ack=1 Win=8442 Len=1"
"196","8.131638","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=46 Win=8340 Len=0"
"197","9.146891","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=46 Ack=1 Win=8442 Len=1"
"198","9.146969","127.0.0.1","127.0.0.1","TCP","44","49721  >  49722 [ACK] Seq=1 Ack=47 Win=8341 Len=0"
"199","9.147614","127.0.0.1","127.0.0.1","TCP","45","49711  >  49712 [PSH, ACK] Seq=46 Ack=1 Win=8442 Len=1"
"200","9.147634","127.0.0.1","127.0.0.1","TCP","44","49712  >  49711 [ACK] Seq=1 Ack=47 Win=8340 Len=0"
"201","9.147881","127.0.0.1","127.0.0.1","TCP","45","49722  >  49721 [PSH, ACK] Seq=47 Ack=1 Win=8442 Len=1"
