"No.","Time","Source","Destination","Protocol","Length","Info"
"63","8.268170","142.250.193.99","192.168.4.113","QUIC","64","Protected Payload (KP0)"
"64","8.268886","192.168.4.113","142.250.193.99","QUIC","77","Protected Payload (KP0), DCID=f896f74e687c6fa4"
"65","8.281938","142.250.193.99","192.168.4.113","QUIC","67","Protected Payload (KP0)"
"66","8.862612","192.168.4.113","20.189.173.27","TCP","55","56872  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"67","9.113945","20.189.173.27","192.168.4.113","TCP","66","443  >  56872 [ACK] Seq=1 Ack=2 Win=16385 Len=0 SLE=1 SRE=2"
"68","9.798145","192.168.4.113","142.250.71.42","UDP","71","58511  >  443 Len=29"
"69","9.811621","142.250.71.42","192.168.4.113","UDP","67","443  >  58511 Len=25"
"70","13.013615","192.168.4.113","142.250.71.42","UDP","71","58511  >  443 Len=29"
"71","13.026112","142.250.71.42","192.168.4.113","UDP","67","443  >  58511 Len=25"
"72","14.815022","192.168.4.113","13.70.79.200","TCP","66","56895  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"73","15.053989","13.70.79.200","192.168.4.113","TCP","66","443  >  56895 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"74","15.054163","192.168.4.113","13.70.79.200","TCP","54","56895  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"75","15.057513","192.168.4.113","13.70.79.200","TLSv1.3","437","Client Hello (SNI=mobile.events.data.microsoft.com)"
"76","15.261274","13.70.79.200","192.168.4.113","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"77","15.261408","192.168.4.113","13.70.79.200","TCP","54","56895  >  443 [ACK] Seq=384 Ack=100 Win=261888 Len=0"
"78","15.286414","192.168.4.113","13.70.79.200","TLSv1.3","508","Change Cipher Spec, Client Hello (SNI=mobile.events.data.microsoft.com)"
"79","15.466996","13.70.79.200","192.168.4.113","TLSv1.3","1494","Server Hello"
"80","15.466996","13.70.79.200","192.168.4.113","TCP","1494","443  >  56895 [ACK] Seq=1540 Ack=838 Win=4193792 Len=1440 [TCP segment of a reassembled PDU]"
"81","15.466996","13.70.79.200","192.168.4.113","TCP","1494","443  >  56895 [ACK] Seq=2980 Ack=838 Win=4193792 Len=1440 [TCP segment of a reassembled PDU]"
"82","15.467165","192.168.4.113","13.70.79.200","TCP","54","56895  >  443 [ACK] Seq=838 Ack=4420 Win=262144 Len=0"
"83","15.471683","13.70.79.200","192.168.4.113","TCP","1494","443  >  56895 [ACK] Seq=4420 Ack=838 Win=4193792 Len=1440 [TCP segment of a reassembled PDU]"
"84","15.471683","13.70.79.200","192.168.4.113","TLSv1.3","617","Application Data"
"85","15.471862","192.168.4.113","13.70.79.200","TCP","54","56895  >  443 [ACK] Seq=838 Ack=6423 Win=262144 Len=0"
"86","15.482892","192.168.4.113","13.70.79.200","TLSv1.3","128","Application Data"
"87","15.483333","192.168.4.113","13.70.79.200","TLSv1.3","1056","Application Data"
"88","15.667305","13.70.79.200","192.168.4.113","TLSv1.3","157","Application Data"
"89","15.667305","13.70.79.200","192.168.4.113","TCP","54","443  >  56895 [ACK] Seq=6526 Ack=1914 Win=4194560 Len=0"
"90","15.667305","13.70.79.200","192.168.4.113","TLSv1.3","499","Application Data"
"91","15.667434","192.168.4.113","13.70.79.200","TCP","54","56895  >  443 [ACK] Seq=1914 Ack=6971 Win=261376 Len=0"
"92","15.848192","192.168.4.113","49.205.75.99","TCP","54","56850  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"93","15.848727","192.168.4.113","49.206.251.161","TCP","54","56848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"94","15.848947","192.168.4.113","49.206.251.161","TCP","54","56846  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"95","15.849049","192.168.4.113","202.83.26.162","TCP","54","56857  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"96","15.849273","192.168.4.113","106.51.32.34","TCP","54","56856  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"97","15.849408","192.168.4.113","49.205.75.99","TCP","54","56855  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"98","15.849602","192.168.4.113","157.240.237.60","TCP","54","56851  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"99","15.849665","192.168.4.113","157.240.192.52","TCP","54","56849  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"100","15.849663","192.168.4.113","157.240.23.53","TCP","54","56854  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"101","15.849806","192.168.4.113","157.240.192.52","TCP","54","56853  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"102","15.850209","192.168.4.113","202.83.26.162","TCP","54","56852  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"103","15.850247","192.168.4.113","157.240.242.60","TCP","54","56847  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"104","15.850440","192.168.4.113","106.51.32.34","TCP","54","56845  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"105","15.857496","192.168.4.113","157.240.23.54","TCP","66","56896  >  5222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"106","15.868371","157.240.23.54","192.168.4.113","TCP","66","5222  >  56896 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"107","15.868499","192.168.4.113","157.240.23.54","TCP","54","56896  >  5222 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"108","15.869026","192.168.4.113","157.240.23.54","TCP","278","56896  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=132096 Len=224 [TCP segment of a reassembled PDU]"
"109","15.880147","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=1 Ack=225 Win=66816 Len=0"
"110","16.155739","192.168.4.113","49.205.75.99","TCP","54","[TCP Retransmission] 56850  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"111","16.155906","192.168.4.113","49.206.251.161","TCP","54","[TCP Retransmission] 56848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"112","16.155937","192.168.4.113","49.206.251.161","TCP","54","[TCP Retransmission] 56846  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"113","16.155964","192.168.4.113","202.83.26.162","TCP","54","[TCP Retransmission] 56857  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"114","16.155994","192.168.4.113","106.51.32.34","TCP","54","[TCP Retransmission] 56856  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"115","16.156035","192.168.4.113","49.205.75.99","TCP","54","[TCP Retransmission] 56855  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"116","16.156126","192.168.4.113","157.240.237.60","TCP","54","[TCP Retransmission] 56851  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"117","16.156157","192.168.4.113","157.240.23.53","TCP","54","[TCP Retransmission] 56854  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"118","16.156202","192.168.4.113","157.240.192.52","TCP","54","[TCP Retransmission] 56849  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"119","16.156240","192.168.4.113","157.240.192.52","TCP","54","[TCP Retransmission] 56853  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"120","16.156277","192.168.4.113","202.83.26.162","TCP","54","[TCP Retransmission] 56852  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"121","16.156316","192.168.4.113","157.240.242.60","TCP","54","[TCP Retransmission] 56847  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"122","16.156352","192.168.4.113","106.51.32.34","TCP","54","[TCP Retransmission] 56845  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"123","16.160066","157.240.23.54","192.168.4.113","TCP","111","5222  >  56896 [PSH, ACK] Seq=1 Ack=225 Win=66816 Len=57 [TCP segment of a reassembled PDU]"
"124","16.160066","157.240.23.54","192.168.4.113","TCP","151","5222  >  56896 [PSH, ACK] Seq=58 Ack=225 Win=66816 Len=97 [TCP segment of a reassembled PDU]"
"125","16.160066","157.240.23.54","192.168.4.113","TCP","151","[TCP Retransmission] 5222  >  56896 [PSH, ACK] Seq=58 Ack=225 Win=66816 Len=97 [TCP segment of a reassembled PDU]"
"126","16.160197","192.168.4.113","157.240.23.54","TCP","66","56896  >  5222 [ACK] Seq=225 Ack=155 Win=131840 Len=0 SLE=58 SRE=155"
"127","16.390304","157.240.23.54","192.168.4.113","TCP","100","5222  >  56896 [PSH, ACK] Seq=155 Ack=225 Win=66816 Len=46 [TCP segment of a reassembled PDU]"
"128","16.390304","157.240.23.54","192.168.4.113","TCP","107","5222  >  56896 [PSH, ACK] Seq=201 Ack=225 Win=66816 Len=53 [TCP segment of a reassembled PDU]"
"129","16.390304","157.240.23.54","192.168.4.113","TCP","107","[TCP Retransmission] 5222  >  56896 [PSH, ACK] Seq=201 Ack=225 Win=66816 Len=53 [TCP segment of a reassembled PDU]"
"130","16.390304","157.240.23.54","192.168.4.113","TCP","103","5222  >  56896 [PSH, ACK] Seq=254 Ack=225 Win=66816 Len=49 [TCP segment of a reassembled PDU]"
"131","16.390304","157.240.23.54","192.168.4.113","TCP","1446","5222  >  56896 [ACK] Seq=303 Ack=225 Win=66816 Len=1392 [TCP segment of a reassembled PDU]"
"132","16.390304","157.240.23.54","192.168.4.113","TCP","153","5222  >  56896 [PSH, ACK] Seq=1695 Ack=225 Win=66816 Len=99 [TCP segment of a reassembled PDU]"
"133","16.390304","157.240.23.54","192.168.4.113","TCP","176","5222  >  56896 [PSH, ACK] Seq=1794 Ack=225 Win=66816 Len=122 [TCP segment of a reassembled PDU]"
"134","16.390304","157.240.23.54","192.168.4.113","TCP","92","5222  >  56896 [PSH, ACK] Seq=1916 Ack=225 Win=66816 Len=38 [TCP segment of a reassembled PDU]"
"135","16.390469","192.168.4.113","157.240.23.54","TCP","66","56896  >  5222 [ACK] Seq=225 Ack=254 Win=131840 Len=0 SLE=201 SRE=254"
"136","16.390588","192.168.4.113","157.240.23.54","TCP","54","56896  >  5222 [ACK] Seq=225 Ack=1954 Win=132096 Len=0"
"137","16.392842","192.168.4.113","157.240.23.54","TCP","216","56896  >  5222 [PSH, ACK] Seq=225 Ack=1954 Win=132096 Len=162 [TCP segment of a reassembled PDU]"
"138","16.395074","192.168.4.113","157.240.23.54","TCP","201","56896  >  5222 [PSH, ACK] Seq=387 Ack=1954 Win=132096 Len=147 [TCP segment of a reassembled PDU]"
"139","16.404051","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=1954 Ack=387 Win=67840 Len=0"
"140","16.406547","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=1954 Ack=534 Win=68864 Len=0"
"141","16.459181","192.168.4.113","157.240.23.54","TCP","100","56896  >  5222 [PSH, ACK] Seq=534 Ack=1954 Win=132096 Len=46 [TCP segment of a reassembled PDU]"
"142","16.477170","192.168.4.113","157.240.23.54","TCP","100","56896  >  5222 [PSH, ACK] Seq=580 Ack=1954 Win=132096 Len=46 [TCP segment of a reassembled PDU]"
"143","16.486202","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=1954 Ack=580 Win=68864 Len=0"
"144","16.488372","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=1954 Ack=626 Win=68864 Len=0"
"145","16.498934","192.168.4.113","157.240.23.54","TCP","100","56896  >  5222 [PSH, ACK] Seq=626 Ack=1954 Win=132096 Len=46 [TCP segment of a reassembled PDU]"
"146","16.514539","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=1954 Ack=672 Win=68864 Len=0"
"147","16.633413","192.168.4.113","157.240.23.54","TCP","100","56896  >  5222 [PSH, ACK] Seq=672 Ack=1954 Win=132096 Len=46 [TCP segment of a reassembled PDU]"
"148","16.635536","192.168.4.113","157.240.23.54","TCP","100","56896  >  5222 [PSH, ACK] Seq=718 Ack=1954 Win=132096 Len=46 [TCP segment of a reassembled PDU]"
"149","16.635755","157.240.23.54","192.168.4.113","TCP","509","5222  >  56896 [PSH, ACK] Seq=1954 Ack=672 Win=68864 Len=455 [TCP segment of a reassembled PDU]"
"150","16.645349","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=2409 Ack=718 Win=68864 Len=0"
"151","16.645349","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=2409 Ack=764 Win=68864 Len=0"
"152","16.646097","192.168.4.113","157.240.23.54","TCP","102","56896  >  5222 [PSH, ACK] Seq=764 Ack=2409 Win=131584 Len=48 [TCP segment of a reassembled PDU]"
"153","16.646718","192.168.4.113","157.240.23.54","TCP","100","56896  >  5222 [PSH, ACK] Seq=812 Ack=2409 Win=131584 Len=46 [TCP segment of a reassembled PDU]"
"154","16.654385","157.240.23.54","192.168.4.113","TCP","161","5222  >  56896 [PSH, ACK] Seq=2409 Ack=764 Win=68864 Len=107 [TCP segment of a reassembled PDU]"
"155","16.656487","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=2516 Ack=858 Win=68864 Len=0"
"156","16.657270","192.168.4.113","157.240.23.54","TCP","100","56896  >  5222 [PSH, ACK] Seq=858 Ack=2516 Win=131584 Len=46 [TCP segment of a reassembled PDU]"
"157","16.657902","157.240.23.54","192.168.4.113","TCP","270","5222  >  56896 [PSH, ACK] Seq=2516 Ack=858 Win=68864 Len=216 [TCP segment of a reassembled PDU]"
"158","16.659977","157.240.23.54","192.168.4.113","TCP","97","5222  >  56896 [PSH, ACK] Seq=2732 Ack=858 Win=68864 Len=43 [TCP segment of a reassembled PDU]"
"159","16.660014","192.168.4.113","157.240.23.54","TCP","54","56896  >  5222 [ACK] Seq=904 Ack=2775 Win=131328 Len=0"
"160","16.667206","157.240.23.54","192.168.4.113","TCP","97","5222  >  56896 [PSH, ACK] Seq=2775 Ack=858 Win=68864 Len=43 [TCP segment of a reassembled PDU]"
"161","16.672943","192.168.4.113","157.240.23.54","TCP","183","56896  >  5222 [PSH, ACK] Seq=904 Ack=2818 Win=131328 Len=129 [TCP segment of a reassembled PDU]"
"162","16.673955","192.168.4.113","157.240.23.54","TCP","185","56896  >  5222 [PSH, ACK] Seq=1033 Ack=2818 Win=131328 Len=131 [TCP segment of a reassembled PDU]"
"163","16.674026","192.168.4.113","157.240.23.54","TCP","100","56896  >  5222 [PSH, ACK] Seq=1164 Ack=2818 Win=131328 Len=46 [TCP segment of a reassembled PDU]"
"164","16.682970","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=2818 Ack=1033 Win=69888 Len=0"
"165","16.684083","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=2818 Ack=1210 Win=70912 Len=0"
"166","16.718069","192.168.4.113","157.240.23.54","TCP","95","56896  >  5222 [PSH, ACK] Seq=1210 Ack=2818 Win=131328 Len=41 [TCP segment of a reassembled PDU]"
"167","16.768182","192.168.4.113","49.205.75.99","TCP","54","[TCP Retransmission] 56850  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"168","16.768254","192.168.4.113","49.206.251.161","TCP","54","[TCP Retransmission] 56848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"169","16.768269","192.168.4.113","49.206.251.161","TCP","54","[TCP Retransmission] 56846  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"170","16.768282","192.168.4.113","202.83.26.162","TCP","54","[TCP Retransmission] 56857  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"171","16.768295","192.168.4.113","106.51.32.34","TCP","54","[TCP Retransmission] 56856  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"172","16.768311","192.168.4.113","49.205.75.99","TCP","54","[TCP Retransmission] 56855  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0"
"173","16.768324","192.168.4.113","157.240.237.60","TCP","54","[TCP Retransmission] 56851  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"174","16.768349","192.168.4.113","157.240.23.53","TCP","54","[TCP Retransmission] 56854  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"175","16.768365","192.168.4.113","157.240.192.52","TCP","54","[TCP Retransmission] 56849  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"176","16.768387","192.168.4.113","157.240.192.52","TCP","54","[TCP Retransmission] 56853  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"177","16.768401","192.168.4.113","202.83.26.162","TCP","54","[TCP Retransmission] 56852  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"178","16.768418","192.168.4.113","157.240.242.60","TCP","54","[TCP Retransmission] 56847  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"179","16.768430","192.168.4.113","106.51.32.34","TCP","54","[TCP Retransmission] 56845  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"180","16.768533","157.240.23.54","192.168.4.113","TCP","54","5222  >  56896 [ACK] Seq=2818 Ack=1251 Win=70912 Len=0"
"181","17.000586","157.240.23.54","192.168.4.113","TCP","310","5222  >  56896 [PSH, ACK] Seq=2818 Ack=1251 Win=70912 Len=256 [TCP segment of a reassembled PDU]"
"182","17.000586","157.240.23.54","192.168.4.113","TCP","315","5222  >  56896 [PSH, ACK] Seq=3074 Ack=1251 Win=70912 Len=261 [TCP segment of a reassembled PDU]"
"183","17.000586","157.240.23.54","192.168.4.113","TCP","315","[TCP Retransmission] 5222  >  56896 [PSH, ACK] Seq=3074 Ack=1251 Win=70912 Len=261 [TCP segment of a reassembled PDU]"
"184","17.000586","157.240.23.54","192.168.4.113","TCP","1446","5222  >  56896 [ACK] Seq=3335 Ack=1251 Win=70912 Len=1392 [TCP segment of a reassembled PDU]"
"185","17.000586","157.240.23.54","192.168.4.113","TCP","153","5222  >  56896 [PSH, ACK] Seq=4727 Ack=1251 Win=70912 Len=99 [TCP segment of a reassembled PDU]"
"186","17.000586","157.240.23.54","192.168.4.113","TCP","220","5222  >  56896 [PSH, ACK] Seq=4826 Ack=1251 Win=70912 Len=166 [TCP segment of a reassembled PDU]"
"187","17.000730","192.168.4.113","157.240.23.54","TCP","66","56896  >  5222 [ACK] Seq=1251 Ack=3335 Win=130816 Len=0 SLE=3074 SRE=3335"
"188","17.000826","192.168.4.113","157.240.23.54","TCP","54","56896  >  5222 [ACK] Seq=1251 Ack=4992 Win=132096 Len=0"
"189","17.025666","192.168.4.113","157.240.192.52","TCP","66","56897  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"190","17.026224","192.168.4.113","49.205.75.99","TCP","66","56898  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"191","17.026224","192.168.4.113","49.205.75.99","TCP","66","56899  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"192","17.028991","49.205.75.99","192.168.4.113","TCP","66","443  >  56898 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1392 SACK_PERM WS=256"
"193","17.028991","49.205.75.99","192.168.4.113","TCP","66","443  >  56899 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1392 SACK_PERM WS=256"
"194","17.029174","192.168.4.113","49.205.75.99","TCP","54","56898  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"195","17.029241","192.168.4.113","49.205.75.99","TCP","54","56899  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"196","17.034895","157.240.192.52","192.168.4.113","TCP","66","443  >  56897 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"197","17.035080","192.168.4.113","157.240.192.52","TCP","54","56897  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"198","17.048016","192.168.4.113","157.240.237.60","TCP","66","56900  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"199","17.048998","192.168.4.113","157.240.192.52","TLSv1.3","523","Client Hello (SNI=mmg.whatsapp.net)"
"200","17.049094","192.168.4.113","49.206.251.161","TCP","66","56901  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"201","17.049297","192.168.4.113","157.240.23.53","TCP","66","56902  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
